,RP_2,RP_5,RP_10,RP_25,RP_50,RP_100
9019828,1.0,1.0,3.0,5.0,1.0,2.0
9019864,6.0,6.0,5.0,2.0,0.0,0.0
9019981,0.0,0.0,0.0,0.0,0.0,0.0
9019982,0.0,0.0,0.0,0.0,0.0,0.0
9020005,13.0,13.0,5.0,1.0,1.0,0.0
9020015,4.0,0.0,0.0,0.0,0.0,0.0
9020032,3.0,0.0,1.0,1.0,5.0,6.0
9020123,7.0,0.0,0.0,0.0,0.0,0.0
9020126,0.0,0.0,0.0,0.0,0.0,0.0
9020173,19.0,2.0,0.0,0.0,0.0,0.0
9020258,0.0,0.0,0.0,0.0,0.0,0.0
9020260,0.0,0.0,0.0,0.0,0.0,0.0
9020312,0.0,0.0,0.0,0.0,0.0,0.0
9020319,14.0,4.0,1.0,0.0,0.0,0.0
9020332,1.0,0.0,0.0,0.0,0.0,0.0
9020344,9.0,4.0,2.0,1.0,0.0,1.0
9020357,9.0,1.0,0.0,0.0,0.0,0.0
9020411,2.0,0.0,0.0,0.0,0.0,0.0
9020412,1.0,1.0,0.0,0.0,0.0,0.0
9020496,1.0,0.0,0.0,0.0,0.0,0.0
9020508,8.0,0.0,0.0,0.0,0.0,0.0
9020518,0.0,0.0,0.0,0.0,0.0,0.0
9020565,0.0,0.0,0.0,0.0,0.0,0.0
9020617,0.0,0.0,0.0,0.0,0.0,0.0
9020680,2.0,1.0,0.0,0.0,0.0,0.0
9020705,0.0,0.0,0.0,0.0,0.0,0.0
9020714,5.0,0.0,0.0,0.0,0.0,0.0
9020720,11.0,4.0,2.0,0.0,0.0,0.0
9020721,0.0,0.0,0.0,0.0,0.0,0.0
9020722,0.0,0.0,0.0,0.0,0.0,0.0
9020728,0.0,0.0,0.0,0.0,0.0,0.0
9020731,3.0,0.0,0.0,0.0,0.0,0.0
9020756,14.0,0.0,3.0,0.0,0.0,0.0
9020797,2.0,0.0,0.0,0.0,0.0,0.0
9020803,1.0,1.0,2.0,1.0,2.0,1.0
9020835,19.0,3.0,2.0,1.0,0.0,0.0
