,RP_2,RP_5,RP_10,RP_25,RP_50,RP_100
9023581,2.0,1.0,1.0,0.0,0.0,0.0
9023582,6.0,1.0,0.0,1.0,1.0,1.0
9023588,6.0,2.0,1.0,2.0,0.0,0.0
9023597,3.0,2.0,1.0,0.0,0.0,0.0
9023612,4.0,0.0,0.0,2.0,0.0,0.0
9023615,1.0,0.0,0.0,0.0,0.0,0.0
9023616,6.0,1.0,0.0,0.0,0.0,0.0
9023624,6.0,2.0,0.0,0.0,0.0,2.0
9023625,3.0,0.0,1.0,0.0,0.0,1.0
9023632,3.0,0.0,0.0,0.0,0.0,0.0
9023633,2.0,2.0,1.0,1.0,0.0,0.0
9023634,8.0,0.0,2.0,1.0,0.0,0.0
9023649,5.0,1.0,0.0,1.0,0.0,0.0
9023654,0.0,0.0,0.0,0.0,0.0,0.0
9023659,12.0,0.0,1.0,2.0,2.0,1.0
9023684,0.0,0.0,0.0,0.0,0.0,0.0
9023685,2.0,2.0,1.0,0.0,0.0,0.0
9023686,3.0,0.0,2.0,1.0,1.0,0.0
9023691,3.0,2.0,1.0,0.0,0.0,2.0
9023694,2.0,0.0,0.0,0.0,0.0,0.0
9023709,3.0,0.0,0.0,0.0,1.0,2.0
9023716,2.0,0.0,0.0,0.0,0.0,2.0
9023743,0.0,0.0,1.0,0.0,1.0,4.0
9023746,0.0,0.0,0.0,0.0,0.0,0.0
9023765,8.0,3.0,1.0,2.0,0.0,3.0
9023766,1.0,0.0,0.0,0.0,0.0,2.0
9023769,12.0,2.0,0.0,1.0,0.0,0.0
9023794,0.0,0.0,0.0,0.0,0.0,0.0
9023798,0.0,0.0,0.0,0.0,0.0,0.0
9023799,10.0,0.0,0.0,0.0,0.0,0.0
9023807,1.0,0.0,3.0,0.0,0.0,2.0
9023808,2.0,2.0,9.0,2.0,0.0,1.0
9023812,2.0,0.0,0.0,0.0,0.0,0.0
9023813,10.0,0.0,1.0,0.0,1.0,0.0
9023815,9.0,1.0,1.0,0.0,0.0,0.0
9023816,2.0,0.0,0.0,0.0,0.0,0.0
9023817,0.0,0.0,0.0,0.0,0.0,0.0
9023818,9.0,5.0,1.0,0.0,0.0,1.0
9023821,3.0,2.0,0.0,0.0,0.0,0.0
9023822,2.0,0.0,0.0,0.0,0.0,0.0
9023823,27.0,0.0,0.0,0.0,0.0,0.0
9023831,6.0,2.0,1.0,1.0,0.0,0.0
9023833,2.0,1.0,1.0,1.0,0.0,0.0
9023841,0.0,0.0,0.0,0.0,0.0,0.0
9023845,1.0,0.0,0.0,0.0,0.0,0.0
9023846,12.0,2.0,0.0,0.0,0.0,0.0
9023847,7.0,0.0,0.0,0.0,0.0,0.0
9023855,5.0,1.0,2.0,0.0,0.0,0.0
9023860,5.0,0.0,0.0,0.0,0.0,0.0
9023861,1.0,2.0,0.0,1.0,0.0,0.0
9023870,1.0,0.0,4.0,0.0,0.0,1.0
9023875,0.0,0.0,0.0,0.0,0.0,0.0
9023876,1.0,1.0,1.0,1.0,0.0,0.0
9023886,8.0,1.0,1.0,0.0,0.0,1.0
9023888,5.0,2.0,2.0,0.0,0.0,0.0
9023900,10.0,0.0,0.0,0.0,0.0,0.0
9023902,4.0,1.0,0.0,0.0,1.0,0.0
9023906,5.0,3.0,2.0,1.0,0.0,1.0
9023908,2.0,0.0,0.0,0.0,0.0,0.0
9023914,4.0,2.0,1.0,0.0,0.0,0.0
9023934,1.0,1.0,2.0,1.0,0.0,1.0
9023935,4.0,1.0,2.0,0.0,1.0,0.0
9023943,0.0,0.0,0.0,0.0,0.0,0.0
9023944,2.0,0.0,0.0,0.0,0.0,0.0
9023951,0.0,0.0,0.0,0.0,0.0,0.0
9023955,3.0,0.0,0.0,0.0,0.0,0.0
9023956,2.0,0.0,0.0,0.0,0.0,0.0
9023957,2.0,0.0,0.0,0.0,0.0,0.0
9023968,7.0,4.0,2.0,0.0,2.0,1.0
9023977,5.0,0.0,0.0,0.0,0.0,0.0
9023983,4.0,1.0,0.0,0.0,0.0,0.0
9023989,3.0,0.0,0.0,0.0,0.0,0.0
9023995,0.0,0.0,0.0,0.0,0.0,0.0
9024000,1.0,1.0,1.0,0.0,0.0,0.0
9024004,2.0,0.0,0.0,0.0,0.0,0.0
9024009,3.0,0.0,0.0,0.0,0.0,0.0
9024013,2.0,0.0,0.0,0.0,0.0,0.0
9024016,11.0,3.0,1.0,0.0,0.0,0.0
9024017,11.0,3.0,0.0,0.0,0.0,0.0
9024043,9.0,1.0,1.0,0.0,0.0,0.0
9024050,2.0,0.0,2.0,0.0,0.0,0.0
9024067,4.0,1.0,2.0,0.0,0.0,0.0
9024070,6.0,0.0,0.0,0.0,0.0,0.0
9024076,3.0,0.0,0.0,0.0,0.0,0.0
9024083,2.0,0.0,0.0,0.0,0.0,0.0
9024084,3.0,1.0,0.0,0.0,0.0,0.0
9024085,13.0,2.0,0.0,0.0,0.0,0.0
9024091,1.0,0.0,0.0,0.0,0.0,0.0
9024092,2.0,1.0,0.0,0.0,0.0,5.0
9024118,2.0,0.0,0.0,0.0,0.0,0.0
9024121,2.0,2.0,0.0,0.0,0.0,0.0
9024126,9.0,3.0,0.0,2.0,1.0,2.0
9024135,11.0,1.0,3.0,0.0,1.0,0.0
9024139,0.0,0.0,0.0,0.0,0.0,0.0
9024140,1.0,0.0,0.0,0.0,0.0,0.0
9024143,3.0,2.0,1.0,1.0,0.0,5.0
9024146,6.0,2.0,1.0,1.0,0.0,0.0
9024154,4.0,0.0,1.0,1.0,0.0,0.0
9024157,2.0,0.0,0.0,0.0,0.0,0.0
9024182,2.0,1.0,0.0,0.0,0.0,0.0
9024183,6.0,2.0,0.0,0.0,0.0,0.0
9024186,0.0,0.0,0.0,0.0,0.0,0.0
9024187,3.0,0.0,0.0,0.0,0.0,0.0
9024194,5.0,4.0,1.0,0.0,0.0,0.0
9024195,6.0,3.0,3.0,0.0,0.0,0.0
9024232,1.0,0.0,0.0,0.0,0.0,0.0
9024233,3.0,2.0,2.0,0.0,1.0,1.0
9024234,4.0,1.0,0.0,1.0,0.0,1.0
9024236,2.0,1.0,1.0,0.0,0.0,0.0
9024248,17.0,0.0,0.0,0.0,0.0,0.0
9024254,4.0,5.0,1.0,2.0,1.0,0.0
9024286,7.0,2.0,1.0,1.0,2.0,0.0
9024287,6.0,1.0,5.0,3.0,3.0,0.0
9024292,5.0,1.0,0.0,0.0,0.0,5.0
9024314,4.0,1.0,1.0,0.0,0.0,0.0
9024323,6.0,0.0,2.0,0.0,0.0,0.0
9024326,3.0,0.0,0.0,0.0,0.0,0.0
9024328,6.0,1.0,2.0,2.0,0.0,0.0
9024329,0.0,0.0,0.0,0.0,0.0,0.0
9024335,7.0,3.0,1.0,0.0,0.0,4.0
9024336,9.0,1.0,3.0,0.0,0.0,0.0
9024346,4.0,1.0,1.0,0.0,0.0,0.0
9024347,5.0,0.0,2.0,0.0,0.0,0.0
9024352,4.0,1.0,0.0,0.0,0.0,2.0
9024354,8.0,1.0,1.0,2.0,0.0,0.0
9024380,16.0,0.0,0.0,0.0,0.0,0.0
9024385,0.0,0.0,0.0,0.0,0.0,0.0
9024386,1.0,0.0,0.0,0.0,0.0,0.0
9024410,2.0,0.0,0.0,0.0,0.0,0.0
9024412,1.0,0.0,0.0,0.0,0.0,0.0
9024438,2.0,2.0,1.0,0.0,0.0,0.0
9024466,9.0,2.0,0.0,0.0,3.0,0.0
9024467,6.0,0.0,2.0,2.0,0.0,0.0
9024473,0.0,0.0,0.0,0.0,0.0,0.0
9024493,3.0,0.0,3.0,0.0,0.0,0.0
9024495,0.0,0.0,0.0,0.0,0.0,0.0
9024496,4.0,1.0,2.0,1.0,1.0,2.0
9024497,4.0,2.0,0.0,0.0,1.0,1.0
9024502,2.0,2.0,1.0,1.0,0.0,0.0
9024505,0.0,0.0,0.0,0.0,0.0,0.0
9024506,5.0,0.0,2.0,0.0,0.0,0.0
9024507,6.0,0.0,0.0,2.0,0.0,0.0
9024515,6.0,0.0,1.0,1.0,0.0,2.0
9024520,4.0,3.0,0.0,0.0,0.0,4.0
9024534,2.0,0.0,1.0,0.0,0.0,0.0
9024538,0.0,0.0,0.0,0.0,0.0,1.0
9024554,9.0,2.0,0.0,0.0,0.0,0.0
9024555,2.0,1.0,0.0,0.0,0.0,0.0
9024556,2.0,1.0,0.0,0.0,0.0,0.0
9024587,1.0,1.0,0.0,0.0,0.0,0.0
