,RP_2,RP_25,RP_50,RP_100,RP_5,RP_10
9021062,3.0,0.0,2.0,0.0,0.0,1.0
9021064,1.0,0.0,0.0,9.0,1.0,1.0
9021081,2.0,0.0,0.0,0.0,0.0,0.0
9021088,2.0,0.0,0.0,0.0,4.0,0.0
9021152,5.0,0.0,0.0,0.0,0.0,0.0
9021163,3.0,0.0,0.0,0.0,0.0,0.0
9021168,2.0,1.0,0.0,0.0,0.0,0.0
9021173,4.0,0.0,0.0,0.0,0.0,1.0
9021174,1.0,0.0,0.0,0.0,0.0,1.0
9021183,0.0,0.0,0.0,0.0,0.0,0.0
9021184,0.0,0.0,0.0,0.0,0.0,0.0
9021186,2.0,0.0,1.0,1.0,1.0,1.0
9021191,3.0,0.0,0.0,0.0,2.0,0.0
9021212,0.0,0.0,0.0,0.0,0.0,0.0
9021217,1.0,0.0,0.0,0.0,0.0,0.0
9021223,4.0,0.0,0.0,0.0,2.0,2.0
9021236,3.0,1.0,0.0,0.0,2.0,1.0
9021237,8.0,0.0,0.0,0.0,1.0,0.0
9021289,0.0,0.0,0.0,0.0,0.0,0.0
9021326,0.0,0.0,0.0,0.0,0.0,0.0
9021329,0.0,0.0,0.0,0.0,0.0,0.0
9021332,0.0,3.0,0.0,0.0,1.0,0.0
9021342,0.0,0.0,0.0,0.0,0.0,0.0
9021343,0.0,0.0,0.0,0.0,0.0,0.0
9021352,5.0,0.0,0.0,0.0,0.0,0.0
9021365,3.0,0.0,0.0,0.0,0.0,0.0
9021378,1.0,0.0,0.0,2.0,0.0,0.0
9021414,1.0,1.0,1.0,0.0,4.0,2.0
9021459,7.0,1.0,2.0,0.0,3.0,2.0
9021465,1.0,0.0,0.0,0.0,0.0,0.0
9021467,1.0,1.0,2.0,0.0,0.0,0.0
9021468,5.0,0.0,0.0,0.0,0.0,0.0
9021469,5.0,0.0,0.0,0.0,0.0,0.0
9021479,2.0,1.0,0.0,0.0,2.0,0.0
9021481,6.0,0.0,0.0,0.0,2.0,0.0
9021489,1.0,0.0,0.0,0.0,1.0,1.0
9021493,5.0,0.0,0.0,3.0,0.0,0.0
9021496,0.0,0.0,0.0,0.0,0.0,0.0
9021498,0.0,0.0,0.0,0.0,0.0,0.0
9021507,0.0,0.0,0.0,0.0,0.0,0.0
9021511,1.0,3.0,0.0,0.0,1.0,0.0
9021527,3.0,0.0,0.0,0.0,1.0,2.0
9021534,2.0,0.0,0.0,0.0,0.0,1.0
9021582,0.0,0.0,0.0,0.0,0.0,0.0
9021585,3.0,0.0,0.0,0.0,2.0,1.0
9021641,9.0,0.0,1.0,0.0,1.0,4.0
9021642,1.0,0.0,0.0,0.0,0.0,0.0
9021643,1.0,0.0,0.0,0.0,0.0,0.0
9021644,0.0,0.0,0.0,0.0,0.0,0.0
9021681,2.0,0.0,0.0,0.0,1.0,1.0
9021688,5.0,1.0,0.0,0.0,1.0,1.0
9021692,2.0,0.0,0.0,0.0,3.0,1.0
9021696,0.0,0.0,0.0,0.0,0.0,0.0
9021701,5.0,1.0,0.0,0.0,2.0,0.0
9021712,7.0,0.0,0.0,0.0,1.0,0.0
9021713,8.0,1.0,0.0,1.0,3.0,0.0
9021733,1.0,0.0,0.0,0.0,4.0,1.0
9021738,7.0,0.0,0.0,0.0,3.0,0.0
9021769,1.0,0.0,1.0,0.0,0.0,0.0
9021779,1.0,0.0,1.0,0.0,0.0,2.0
9021780,10.0,0.0,0.0,0.0,0.0,1.0
9021783,4.0,1.0,0.0,0.0,4.0,0.0
9021808,6.0,0.0,0.0,0.0,3.0,1.0
9021830,11.0,2.0,1.0,5.0,4.0,2.0
9021843,3.0,0.0,0.0,0.0,1.0,0.0
9021881,6.0,0.0,0.0,0.0,0.0,1.0
9021901,6.0,0.0,0.0,0.0,1.0,1.0
9021902,5.0,0.0,0.0,0.0,2.0,0.0
9021913,0.0,1.0,0.0,6.0,0.0,1.0
9021914,5.0,0.0,0.0,0.0,1.0,0.0
9021926,0.0,0.0,0.0,0.0,0.0,0.0
9021927,0.0,0.0,0.0,0.0,0.0,0.0
9021956,5.0,0.0,0.0,0.0,2.0,2.0
9021963,3.0,0.0,0.0,0.0,1.0,0.0
9021970,3.0,0.0,0.0,0.0,1.0,0.0
9022001,3.0,0.0,0.0,0.0,1.0,0.0
9022006,5.0,0.0,0.0,0.0,1.0,0.0
9022009,4.0,0.0,0.0,0.0,0.0,1.0
9022024,4.0,0.0,0.0,0.0,2.0,0.0
9022030,1.0,0.0,0.0,0.0,0.0,0.0
9022031,7.0,0.0,0.0,0.0,0.0,1.0
9022038,7.0,0.0,0.0,0.0,0.0,0.0
9022041,4.0,0.0,0.0,0.0,0.0,0.0
9022043,6.0,1.0,0.0,0.0,11.0,3.0
9022046,2.0,0.0,0.0,0.0,0.0,1.0
9022047,5.0,0.0,0.0,0.0,2.0,0.0
9022055,7.0,0.0,0.0,0.0,4.0,0.0
9022064,5.0,0.0,0.0,0.0,0.0,0.0
9022068,3.0,0.0,1.0,1.0,5.0,1.0
9022069,4.0,0.0,0.0,1.0,2.0,0.0
9022076,4.0,0.0,0.0,0.0,0.0,0.0
9022078,6.0,0.0,0.0,0.0,2.0,0.0
9022081,5.0,0.0,0.0,0.0,0.0,0.0
9022114,6.0,0.0,0.0,0.0,0.0,1.0
9022128,3.0,0.0,0.0,0.0,0.0,0.0
9022137,0.0,0.0,0.0,0.0,0.0,0.0
9022139,1.0,0.0,0.0,0.0,2.0,0.0
9022167,14.0,0.0,0.0,0.0,0.0,0.0
9022170,4.0,0.0,0.0,4.0,3.0,1.0
9022173,9.0,0.0,0.0,0.0,1.0,0.0
9022185,5.0,0.0,0.0,2.0,2.0,3.0
9022227,6.0,1.0,2.0,0.0,3.0,0.0
9022233,3.0,1.0,1.0,0.0,0.0,0.0
9022258,4.0,0.0,0.0,0.0,1.0,0.0
9022273,12.0,0.0,0.0,2.0,1.0,0.0
9022275,2.0,0.0,0.0,0.0,1.0,0.0
9022281,7.0,0.0,0.0,0.0,0.0,0.0
9022282,2.0,0.0,0.0,0.0,1.0,0.0
9022290,5.0,0.0,0.0,0.0,1.0,0.0
9022298,5.0,2.0,0.0,0.0,0.0,0.0
9022304,0.0,0.0,1.0,5.0,0.0,0.0
9022305,10.0,0.0,0.0,1.0,0.0,1.0
9022306,2.0,0.0,0.0,0.0,1.0,0.0
9022308,7.0,1.0,1.0,1.0,0.0,0.0
9022324,4.0,0.0,1.0,0.0,3.0,1.0
9022327,3.0,0.0,0.0,0.0,3.0,1.0
9022328,2.0,0.0,0.0,0.0,0.0,0.0
9022336,1.0,0.0,0.0,0.0,1.0,0.0
9022366,5.0,1.0,1.0,3.0,1.0,2.0
9022372,1.0,0.0,0.0,0.0,0.0,0.0
9022382,15.0,3.0,1.0,2.0,5.0,2.0
9022383,10.0,0.0,1.0,1.0,4.0,3.0
9022410,4.0,0.0,0.0,0.0,0.0,0.0
9022414,3.0,1.0,1.0,0.0,2.0,3.0
9022426,2.0,0.0,0.0,0.0,0.0,0.0
9022427,1.0,0.0,0.0,0.0,0.0,0.0
9022468,2.0,0.0,0.0,0.0,1.0,0.0
9022469,2.0,0.0,0.0,0.0,1.0,0.0
9022479,5.0,0.0,0.0,0.0,1.0,0.0
9022480,11.0,0.0,0.0,0.0,10.0,5.0
9022510,5.0,0.0,0.0,0.0,1.0,0.0
9022511,3.0,0.0,0.0,0.0,0.0,0.0
9022512,7.0,0.0,0.0,0.0,0.0,0.0
9022517,3.0,1.0,1.0,4.0,0.0,0.0
9022534,7.0,0.0,0.0,0.0,2.0,1.0
9022535,1.0,0.0,0.0,0.0,0.0,0.0
9022551,5.0,0.0,1.0,0.0,3.0,0.0
9022552,5.0,0.0,0.0,0.0,0.0,0.0
9022557,3.0,0.0,0.0,0.0,2.0,0.0
9022565,6.0,0.0,0.0,0.0,1.0,0.0
9022569,6.0,1.0,0.0,0.0,1.0,0.0
9022581,1.0,0.0,0.0,0.0,0.0,0.0
9022593,6.0,0.0,0.0,0.0,0.0,1.0
9022613,5.0,0.0,0.0,0.0,1.0,0.0
9022626,6.0,0.0,0.0,0.0,0.0,1.0
9022665,7.0,1.0,0.0,0.0,2.0,2.0
9022666,4.0,0.0,0.0,0.0,0.0,0.0
9022672,3.0,0.0,0.0,0.0,0.0,2.0
9022675,0.0,0.0,0.0,0.0,0.0,0.0
9022676,2.0,0.0,0.0,0.0,0.0,0.0
9022690,5.0,0.0,0.0,1.0,0.0,1.0
9022694,2.0,0.0,0.0,0.0,1.0,0.0
9022698,5.0,0.0,0.0,1.0,1.0,0.0
9022703,2.0,0.0,0.0,0.0,1.0,0.0
9022710,3.0,0.0,0.0,0.0,0.0,1.0
9022714,3.0,1.0,0.0,0.0,0.0,2.0
9022715,5.0,0.0,1.0,0.0,1.0,1.0
9022716,10.0,0.0,0.0,0.0,2.0,1.0
9022718,2.0,0.0,0.0,0.0,1.0,0.0
9022728,2.0,0.0,0.0,0.0,1.0,0.0
9022730,5.0,0.0,0.0,0.0,0.0,0.0
9022731,7.0,0.0,0.0,0.0,0.0,4.0
9022732,6.0,0.0,0.0,0.0,0.0,0.0
9022733,7.0,0.0,0.0,0.0,2.0,0.0
9022742,5.0,1.0,1.0,1.0,0.0,0.0
9022747,3.0,2.0,0.0,0.0,1.0,0.0
9022755,4.0,0.0,0.0,0.0,2.0,0.0
9022772,6.0,0.0,0.0,1.0,2.0,2.0
9022775,5.0,0.0,0.0,0.0,2.0,0.0
9022776,4.0,0.0,0.0,0.0,2.0,2.0
9022777,11.0,0.0,0.0,0.0,3.0,2.0
9022778,2.0,0.0,0.0,0.0,1.0,0.0
9022787,13.0,1.0,1.0,0.0,3.0,3.0
9022789,6.0,0.0,2.0,1.0,1.0,0.0
9022790,3.0,0.0,0.0,0.0,0.0,0.0
9022791,2.0,0.0,0.0,0.0,0.0,0.0
9022801,9.0,2.0,2.0,0.0,3.0,3.0
9022808,3.0,0.0,1.0,2.0,3.0,0.0
9022809,14.0,0.0,0.0,0.0,4.0,1.0
9022819,2.0,0.0,0.0,0.0,0.0,0.0
9022821,2.0,0.0,0.0,0.0,0.0,4.0
9022832,8.0,0.0,0.0,0.0,1.0,1.0
9022833,3.0,1.0,1.0,1.0,1.0,2.0
9022838,3.0,0.0,0.0,0.0,0.0,0.0
9022843,3.0,0.0,0.0,0.0,0.0,0.0
9022847,4.0,0.0,0.0,0.0,1.0,0.0
9022856,11.0,0.0,1.0,2.0,3.0,3.0
9022859,4.0,0.0,0.0,0.0,3.0,0.0
9022861,7.0,0.0,1.0,1.0,1.0,2.0
9022868,2.0,0.0,0.0,0.0,3.0,1.0
9022869,2.0,0.0,0.0,0.0,3.0,2.0
9022876,2.0,0.0,0.0,0.0,0.0,0.0
9022897,6.0,0.0,0.0,2.0,0.0,1.0
9022900,0.0,0.0,0.0,0.0,0.0,0.0
9022907,6.0,0.0,0.0,0.0,0.0,1.0
9022910,8.0,0.0,1.0,0.0,2.0,1.0
9022926,6.0,0.0,0.0,0.0,2.0,0.0
9022935,1.0,0.0,0.0,0.0,0.0,0.0
9022936,3.0,0.0,0.0,0.0,0.0,0.0
9022937,15.0,1.0,1.0,0.0,5.0,2.0
9022945,6.0,0.0,0.0,1.0,0.0,1.0
9022946,8.0,1.0,0.0,1.0,0.0,0.0
9022951,3.0,0.0,0.0,0.0,0.0,0.0
9022965,3.0,0.0,0.0,0.0,0.0,0.0
9022970,4.0,0.0,0.0,0.0,0.0,0.0
9022977,5.0,0.0,0.0,0.0,2.0,0.0
9022981,3.0,0.0,0.0,0.0,0.0,0.0
9022986,3.0,0.0,0.0,0.0,0.0,1.0
9022991,13.0,1.0,0.0,4.0,3.0,2.0
9023002,2.0,0.0,0.0,0.0,0.0,0.0
9023004,8.0,0.0,0.0,0.0,2.0,0.0
9023017,1.0,0.0,0.0,0.0,2.0,0.0
9023025,4.0,0.0,0.0,0.0,2.0,0.0
9023026,1.0,0.0,0.0,0.0,0.0,0.0
9023037,7.0,0.0,0.0,0.0,2.0,0.0
9023038,10.0,0.0,0.0,0.0,1.0,0.0
9023065,4.0,0.0,0.0,0.0,1.0,0.0
9023068,1.0,0.0,0.0,0.0,0.0,0.0
9023072,0.0,0.0,0.0,0.0,0.0,0.0
9023082,9.0,0.0,1.0,3.0,2.0,0.0
9023083,12.0,0.0,0.0,1.0,1.0,3.0
9023089,1.0,0.0,0.0,0.0,0.0,0.0
9023092,16.0,0.0,0.0,0.0,0.0,0.0
9023095,2.0,0.0,0.0,0.0,0.0,0.0
9023099,4.0,0.0,1.0,1.0,0.0,1.0
9023105,2.0,0.0,0.0,0.0,1.0,0.0
9023111,1.0,0.0,0.0,0.0,0.0,0.0
9023119,3.0,0.0,0.0,0.0,0.0,0.0
9023122,4.0,0.0,0.0,0.0,0.0,0.0
9023123,3.0,0.0,0.0,0.0,0.0,0.0
9023137,6.0,0.0,0.0,0.0,1.0,0.0
9023142,4.0,0.0,0.0,1.0,1.0,1.0
9023143,7.0,4.0,0.0,0.0,3.0,0.0
9023154,2.0,0.0,0.0,1.0,0.0,2.0
9023158,8.0,0.0,0.0,0.0,1.0,0.0
9023165,1.0,1.0,0.0,1.0,1.0,2.0
9023189,4.0,0.0,0.0,0.0,0.0,0.0
9023190,2.0,0.0,0.0,0.0,0.0,0.0
9023210,6.0,0.0,0.0,1.0,0.0,1.0
9023224,6.0,0.0,0.0,0.0,0.0,0.0
9023238,6.0,1.0,0.0,0.0,1.0,3.0
9023249,3.0,0.0,0.0,0.0,0.0,0.0
9023250,4.0,0.0,0.0,0.0,0.0,0.0
9023256,11.0,0.0,0.0,0.0,0.0,0.0
9023270,7.0,0.0,1.0,0.0,0.0,1.0
9023278,14.0,0.0,0.0,0.0,3.0,1.0
9023296,2.0,0.0,0.0,0.0,2.0,0.0
9023304,6.0,0.0,0.0,0.0,3.0,0.0
9023309,6.0,0.0,0.0,0.0,2.0,2.0
9023312,3.0,0.0,0.0,0.0,0.0,0.0
9023320,17.0,0.0,0.0,1.0,2.0,0.0
9023321,2.0,1.0,0.0,2.0,0.0,0.0
9023329,2.0,0.0,0.0,0.0,1.0,2.0
9023345,3.0,0.0,0.0,0.0,0.0,0.0
9023346,3.0,0.0,0.0,0.0,0.0,0.0
9023352,2.0,0.0,0.0,0.0,1.0,2.0
9023370,6.0,0.0,0.0,0.0,1.0,0.0
9023374,5.0,0.0,0.0,0.0,0.0,0.0
9023381,2.0,0.0,0.0,0.0,1.0,1.0
9023387,3.0,0.0,0.0,0.0,0.0,0.0
9023391,2.0,0.0,0.0,0.0,2.0,1.0
9023392,4.0,0.0,0.0,0.0,2.0,1.0
9023394,5.0,0.0,0.0,0.0,0.0,0.0
9023398,4.0,0.0,1.0,1.0,1.0,1.0
9023417,4.0,0.0,0.0,0.0,0.0,0.0
9023422,11.0,0.0,0.0,0.0,2.0,0.0
9023424,2.0,0.0,0.0,0.0,1.0,0.0
9023426,0.0,0.0,0.0,2.0,0.0,0.0
9023441,1.0,0.0,0.0,0.0,0.0,2.0
9023442,2.0,0.0,0.0,0.0,1.0,1.0
9023453,19.0,1.0,0.0,0.0,3.0,1.0
9023462,4.0,0.0,0.0,0.0,0.0,0.0
9023463,4.0,0.0,0.0,0.0,3.0,0.0
9023468,3.0,0.0,0.0,0.0,0.0,0.0
9023470,6.0,0.0,0.0,0.0,0.0,0.0
9023471,4.0,0.0,0.0,0.0,0.0,0.0
9023477,7.0,0.0,0.0,1.0,1.0,2.0
9023481,7.0,0.0,0.0,0.0,4.0,0.0
9023482,4.0,0.0,0.0,1.0,1.0,0.0
9023501,4.0,0.0,0.0,0.0,0.0,0.0
9023507,0.0,0.0,0.0,0.0,0.0,0.0
9023508,3.0,0.0,0.0,0.0,0.0,0.0
9023529,4.0,0.0,0.0,0.0,0.0,0.0
9023530,5.0,0.0,0.0,0.0,0.0,0.0
9023531,6.0,1.0,0.0,1.0,0.0,1.0
9023552,7.0,1.0,0.0,1.0,2.0,4.0
9023553,10.0,0.0,0.0,1.0,1.0,0.0
9023569,6.0,0.0,0.0,0.0,0.0,0.0
9023575,5.0,0.0,0.0,0.0,0.0,0.0
9023580,21.0,0.0,0.0,0.0,0.0,0.0
9023581,1.0,0.0,0.0,0.0,0.0,0.0
9023582,2.0,0.0,0.0,0.0,1.0,0.0
9023588,6.0,0.0,0.0,0.0,0.0,0.0
9023597,2.0,0.0,0.0,0.0,0.0,1.0
9023612,2.0,0.0,0.0,0.0,1.0,1.0
9023615,5.0,0.0,0.0,0.0,0.0,0.0
9023616,8.0,0.0,0.0,0.0,1.0,0.0
9023624,4.0,1.0,0.0,2.0,1.0,0.0
9023625,2.0,0.0,0.0,1.0,2.0,0.0
9023632,6.0,0.0,0.0,0.0,0.0,0.0
9023633,4.0,0.0,0.0,0.0,1.0,0.0
9023634,6.0,0.0,0.0,0.0,1.0,0.0
9023649,4.0,0.0,0.0,0.0,0.0,0.0
9023654,3.0,0.0,0.0,0.0,0.0,0.0
9023659,12.0,2.0,0.0,0.0,4.0,1.0
9023684,3.0,0.0,0.0,0.0,0.0,0.0
9023685,2.0,0.0,0.0,0.0,1.0,0.0
9023686,2.0,0.0,0.0,0.0,0.0,0.0
9023691,4.0,0.0,1.0,2.0,1.0,1.0
9023694,7.0,0.0,0.0,0.0,0.0,0.0
9023709,3.0,1.0,0.0,1.0,1.0,0.0
9023716,4.0,0.0,0.0,1.0,0.0,0.0
9023743,0.0,2.0,2.0,6.0,0.0,1.0
9023746,0.0,0.0,0.0,0.0,0.0,0.0
9023765,11.0,0.0,1.0,0.0,4.0,4.0
9023766,0.0,0.0,0.0,2.0,0.0,0.0
9023769,10.0,0.0,1.0,0.0,0.0,1.0
9023794,0.0,0.0,0.0,0.0,0.0,0.0
9023798,3.0,0.0,0.0,0.0,0.0,0.0
9023799,7.0,0.0,0.0,0.0,0.0,0.0
9023807,3.0,0.0,0.0,3.0,1.0,1.0
9023808,3.0,0.0,2.0,0.0,5.0,1.0
9023812,0.0,0.0,0.0,0.0,0.0,0.0
9023813,4.0,0.0,0.0,0.0,2.0,2.0
9023815,3.0,0.0,0.0,0.0,0.0,0.0
9023816,5.0,0.0,0.0,0.0,0.0,0.0
9023817,4.0,0.0,0.0,0.0,0.0,0.0
9023818,8.0,1.0,0.0,0.0,0.0,1.0
9023821,3.0,0.0,0.0,2.0,0.0,0.0
9023822,7.0,0.0,0.0,0.0,0.0,0.0
9023823,29.0,0.0,0.0,0.0,1.0,0.0
9023831,4.0,0.0,0.0,0.0,1.0,0.0
9023833,2.0,0.0,0.0,0.0,1.0,1.0
9023841,2.0,0.0,0.0,0.0,0.0,0.0
9023845,6.0,0.0,0.0,0.0,0.0,0.0
9023846,18.0,1.0,0.0,0.0,4.0,0.0
9023847,3.0,0.0,0.0,0.0,2.0,0.0
9023855,3.0,0.0,1.0,1.0,0.0,0.0
9023860,10.0,0.0,0.0,0.0,1.0,0.0
9023861,3.0,0.0,0.0,0.0,0.0,0.0
9023870,2.0,0.0,0.0,2.0,1.0,1.0
9023875,1.0,0.0,0.0,0.0,0.0,0.0
9023876,3.0,0.0,0.0,0.0,0.0,0.0
9023886,6.0,0.0,0.0,0.0,1.0,0.0
9023888,3.0,0.0,0.0,0.0,1.0,0.0
9023900,9.0,0.0,0.0,2.0,1.0,0.0
9023902,2.0,0.0,0.0,0.0,1.0,0.0
9023906,1.0,1.0,0.0,0.0,2.0,0.0
9023908,7.0,0.0,0.0,0.0,0.0,0.0
9023914,3.0,0.0,0.0,0.0,0.0,1.0
9023934,4.0,0.0,0.0,2.0,2.0,0.0
9023935,4.0,0.0,0.0,0.0,1.0,0.0
9023943,2.0,0.0,0.0,0.0,0.0,0.0
9023944,6.0,0.0,0.0,0.0,0.0,0.0
9023951,3.0,0.0,0.0,0.0,0.0,0.0
9023955,7.0,0.0,0.0,0.0,0.0,0.0
9023956,6.0,0.0,0.0,0.0,0.0,0.0
9023957,0.0,0.0,0.0,0.0,0.0,0.0
9023968,1.0,0.0,1.0,0.0,1.0,2.0
9023977,2.0,0.0,0.0,0.0,0.0,0.0
9023983,5.0,0.0,0.0,0.0,2.0,0.0
9023989,7.0,0.0,0.0,0.0,3.0,0.0
9023995,1.0,0.0,0.0,0.0,0.0,0.0
9024000,2.0,0.0,0.0,0.0,1.0,0.0
9024004,3.0,0.0,0.0,0.0,0.0,0.0
9024009,5.0,0.0,0.0,0.0,0.0,0.0
9024013,3.0,0.0,0.0,0.0,0.0,0.0
9024016,6.0,0.0,0.0,0.0,0.0,2.0
9024017,4.0,0.0,0.0,0.0,0.0,2.0
9024043,3.0,0.0,0.0,2.0,1.0,1.0
9024050,3.0,0.0,0.0,0.0,1.0,3.0
9024067,2.0,0.0,0.0,0.0,1.0,0.0
9024070,10.0,0.0,0.0,0.0,3.0,0.0
9024076,9.0,0.0,0.0,0.0,1.0,0.0
9024083,8.0,0.0,0.0,0.0,1.0,0.0
9024084,13.0,0.0,0.0,0.0,2.0,0.0
9024085,18.0,0.0,0.0,0.0,3.0,1.0
9024091,3.0,0.0,0.0,0.0,0.0,0.0
9024092,2.0,0.0,1.0,2.0,0.0,0.0
9024118,8.0,0.0,0.0,0.0,0.0,0.0
9024121,1.0,0.0,0.0,0.0,0.0,0.0
9024126,9.0,0.0,0.0,1.0,6.0,3.0
9024135,4.0,0.0,0.0,0.0,1.0,0.0
9024139,0.0,0.0,0.0,0.0,0.0,0.0
9024140,0.0,0.0,0.0,0.0,0.0,0.0
9024143,6.0,0.0,0.0,3.0,0.0,0.0
9024146,1.0,0.0,0.0,0.0,0.0,0.0
9024154,0.0,1.0,0.0,0.0,2.0,1.0
9024157,5.0,0.0,0.0,0.0,0.0,0.0
9024182,2.0,0.0,0.0,0.0,0.0,0.0
9024183,6.0,0.0,1.0,0.0,1.0,0.0
9024186,1.0,0.0,0.0,0.0,0.0,0.0
9024187,4.0,0.0,0.0,0.0,1.0,0.0
9024194,12.0,0.0,1.0,1.0,3.0,0.0
9024195,11.0,0.0,0.0,0.0,4.0,0.0
9024232,2.0,0.0,0.0,2.0,1.0,0.0
9024233,4.0,0.0,0.0,0.0,2.0,0.0
9024234,3.0,0.0,0.0,0.0,0.0,0.0
9024236,1.0,0.0,0.0,0.0,1.0,0.0
9024248,22.0,0.0,0.0,0.0,0.0,0.0
9024254,7.0,1.0,0.0,0.0,5.0,2.0
9024286,9.0,1.0,0.0,0.0,4.0,1.0
9024287,4.0,2.0,1.0,0.0,0.0,11.0
9024292,7.0,0.0,0.0,3.0,0.0,0.0
9024314,6.0,0.0,0.0,3.0,2.0,0.0
9024323,3.0,0.0,0.0,0.0,1.0,0.0
9024326,2.0,0.0,0.0,0.0,0.0,0.0
9024328,12.0,0.0,0.0,0.0,1.0,2.0
9024329,0.0,0.0,0.0,0.0,0.0,0.0
9024335,12.0,0.0,0.0,2.0,3.0,1.0
9024336,3.0,0.0,0.0,0.0,0.0,0.0
9024346,3.0,0.0,0.0,0.0,0.0,0.0
9024347,2.0,0.0,0.0,0.0,0.0,0.0
9024352,7.0,0.0,1.0,3.0,2.0,1.0
9024354,3.0,0.0,0.0,0.0,0.0,0.0
9024380,16.0,0.0,0.0,0.0,0.0,0.0
9024385,1.0,0.0,0.0,0.0,0.0,0.0
9024386,6.0,0.0,0.0,0.0,0.0,0.0
9024410,2.0,0.0,0.0,2.0,0.0,1.0
9024412,7.0,0.0,0.0,0.0,0.0,0.0
9024438,3.0,0.0,0.0,0.0,1.0,0.0
9024466,3.0,0.0,0.0,0.0,0.0,0.0
9024467,2.0,0.0,0.0,0.0,0.0,0.0
9024473,0.0,0.0,0.0,0.0,0.0,0.0
9024493,3.0,0.0,0.0,0.0,1.0,0.0
9024495,0.0,0.0,0.0,0.0,0.0,0.0
9024496,0.0,1.0,0.0,0.0,2.0,1.0
9024497,2.0,0.0,0.0,0.0,2.0,0.0
9024502,2.0,0.0,0.0,0.0,1.0,1.0
9024505,3.0,0.0,0.0,0.0,0.0,0.0
9024506,2.0,0.0,0.0,0.0,0.0,0.0
9024507,3.0,0.0,0.0,0.0,0.0,0.0
9024515,9.0,1.0,0.0,0.0,3.0,0.0
9024520,3.0,1.0,0.0,2.0,1.0,0.0
9024534,7.0,0.0,0.0,0.0,5.0,2.0
9024538,0.0,0.0,0.0,1.0,0.0,0.0
9024554,13.0,1.0,0.0,0.0,4.0,4.0
9024555,3.0,0.0,0.0,0.0,1.0,0.0
9024556,5.0,0.0,0.0,0.0,0.0,0.0
9024587,7.0,0.0,0.0,0.0,5.0,2.0
