,RP_2,RP_5,RP_10,RP_25,RP_50,RP_100
9019828,1.0,2.0,6.0,5.0,2.0,1.0
9019864,5.0,4.0,4.0,0.0,0.0,0.0
9019981,0.0,0.0,0.0,0.0,0.0,0.0
9019982,0.0,0.0,0.0,0.0,0.0,0.0
9020005,16.0,11.0,3.0,1.0,0.0,0.0
9020015,0.0,0.0,0.0,0.0,0.0,0.0
9020032,3.0,1.0,4.0,1.0,5.0,4.0
9020123,2.0,0.0,0.0,0.0,0.0,0.0
9020126,0.0,0.0,0.0,0.0,0.0,0.0
9020173,13.0,0.0,0.0,0.0,0.0,0.0
9020258,0.0,0.0,0.0,0.0,0.0,0.0
9020260,1.0,0.0,0.0,0.0,0.0,0.0
9020312,0.0,0.0,0.0,0.0,0.0,0.0
9020319,17.0,0.0,0.0,0.0,0.0,0.0
9020332,0.0,0.0,0.0,0.0,0.0,0.0
9020344,2.0,0.0,0.0,0.0,0.0,0.0
9020357,5.0,0.0,0.0,0.0,0.0,0.0
9020411,2.0,0.0,0.0,0.0,0.0,0.0
9020412,2.0,0.0,0.0,0.0,0.0,0.0
9020496,1.0,0.0,0.0,0.0,0.0,0.0
9020508,0.0,0.0,0.0,0.0,0.0,0.0
9020518,0.0,0.0,0.0,0.0,0.0,0.0
9020565,1.0,0.0,0.0,0.0,0.0,0.0
9020617,0.0,0.0,0.0,0.0,0.0,0.0
9020680,0.0,0.0,0.0,0.0,0.0,0.0
9020705,0.0,0.0,0.0,0.0,0.0,0.0
9020714,1.0,0.0,0.0,0.0,0.0,0.0
9020720,0.0,0.0,0.0,0.0,0.0,0.0
9020721,0.0,0.0,0.0,0.0,0.0,0.0
9020722,0.0,0.0,0.0,0.0,0.0,0.0
9020728,0.0,0.0,0.0,0.0,0.0,0.0
9020731,1.0,0.0,0.0,0.0,0.0,0.0
9020756,16.0,0.0,0.0,0.0,0.0,0.0
9020797,0.0,1.0,0.0,0.0,0.0,0.0
9020803,10.0,2.0,3.0,3.0,0.0,5.0
9020835,10.0,0.0,0.0,0.0,0.0,0.0
9020855,0.0,0.0,0.0,0.0,0.0,1.0
9020874,5.0,0.0,0.0,0.0,0.0,0.0
9020876,18.0,1.0,0.0,0.0,0.0,0.0
9020899,3.0,0.0,0.0,0.0,0.0,0.0
9020907,5.0,0.0,0.0,0.0,0.0,0.0
9020924,1.0,0.0,0.0,0.0,0.0,0.0
9020934,0.0,0.0,0.0,0.0,0.0,0.0
9020941,0.0,0.0,0.0,0.0,0.0,0.0
9020974,6.0,0.0,0.0,0.0,0.0,0.0
9020993,5.0,1.0,0.0,0.0,0.0,0.0
9020995,0.0,0.0,0.0,0.0,0.0,1.0
9020997,1.0,0.0,0.0,0.0,0.0,0.0
9020998,3.0,0.0,0.0,0.0,0.0,0.0
9021002,1.0,0.0,0.0,0.0,0.0,0.0
9021003,1.0,0.0,0.0,0.0,0.0,0.0
9021012,5.0,0.0,0.0,0.0,0.0,9.0
9021015,5.0,0.0,0.0,0.0,0.0,0.0
9021041,0.0,0.0,0.0,0.0,0.0,1.0
9021045,0.0,0.0,0.0,0.0,0.0,1.0
9021049,4.0,0.0,0.0,0.0,0.0,0.0
9021058,9.0,0.0,0.0,0.0,0.0,0.0
9021062,17.0,0.0,0.0,0.0,0.0,0.0
9021064,0.0,0.0,0.0,0.0,0.0,1.0
9021081,5.0,0.0,1.0,0.0,0.0,0.0
9021088,0.0,1.0,0.0,0.0,0.0,0.0
9021152,2.0,6.0,1.0,0.0,0.0,0.0
9021163,1.0,0.0,0.0,0.0,0.0,0.0
9021168,1.0,1.0,0.0,0.0,0.0,0.0
9021173,5.0,1.0,0.0,0.0,0.0,0.0
9021174,4.0,0.0,1.0,0.0,0.0,0.0
9021183,0.0,0.0,0.0,0.0,0.0,1.0
9021184,1.0,0.0,0.0,0.0,0.0,0.0
9021186,7.0,0.0,1.0,0.0,0.0,0.0
9021191,4.0,2.0,1.0,0.0,0.0,0.0
9021212,4.0,0.0,2.0,0.0,0.0,0.0
9021217,7.0,0.0,0.0,0.0,0.0,0.0
9021223,0.0,1.0,0.0,0.0,0.0,0.0
9021236,2.0,0.0,0.0,0.0,0.0,0.0
9021237,0.0,0.0,0.0,0.0,0.0,1.0
9021289,0.0,0.0,0.0,0.0,0.0,1.0
9021326,6.0,0.0,1.0,0.0,0.0,0.0
9021329,0.0,0.0,0.0,0.0,0.0,1.0
9021332,6.0,0.0,0.0,0.0,0.0,0.0
9021342,8.0,0.0,0.0,0.0,0.0,0.0
9021343,15.0,3.0,2.0,0.0,0.0,0.0
9021352,4.0,0.0,1.0,0.0,0.0,0.0
9021365,1.0,0.0,0.0,0.0,0.0,0.0
9021378,7.0,0.0,0.0,0.0,0.0,0.0
9021414,0.0,0.0,1.0,0.0,0.0,0.0
9021459,0.0,0.0,1.0,0.0,0.0,0.0
9021465,0.0,0.0,0.0,0.0,0.0,1.0
9021467,9.0,0.0,0.0,0.0,0.0,0.0
9021468,1.0,0.0,0.0,0.0,0.0,0.0
9021469,2.0,2.0,0.0,0.0,0.0,0.0
9021479,7.0,1.0,1.0,0.0,0.0,0.0
9021481,7.0,0.0,0.0,0.0,0.0,0.0
9021489,2.0,1.0,0.0,0.0,0.0,0.0
9021493,7.0,0.0,1.0,0.0,0.0,0.0
9021496,1.0,0.0,0.0,0.0,0.0,0.0
9021498,8.0,1.0,0.0,1.0,0.0,0.0
9021507,2.0,0.0,0.0,0.0,0.0,0.0
9021511,6.0,1.0,2.0,0.0,0.0,0.0
9021527,3.0,0.0,0.0,0.0,0.0,0.0
9021534,2.0,1.0,0.0,0.0,0.0,0.0
9021582,2.0,1.0,0.0,1.0,0.0,0.0
9021585,7.0,0.0,2.0,0.0,0.0,0.0
9021641,1.0,0.0,1.0,0.0,0.0,0.0
9021642,0.0,0.0,0.0,0.0,0.0,1.0
9021643,0.0,0.0,0.0,0.0,0.0,1.0
9021644,0.0,0.0,0.0,0.0,0.0,1.0
9021681,2.0,1.0,0.0,0.0,0.0,0.0
9021688,3.0,0.0,0.0,0.0,0.0,0.0
9021692,5.0,0.0,0.0,0.0,0.0,0.0
9021696,5.0,2.0,1.0,0.0,0.0,4.0
9021701,0.0,1.0,0.0,0.0,0.0,0.0
9021712,1.0,0.0,0.0,0.0,0.0,0.0
9021713,4.0,0.0,0.0,0.0,0.0,0.0
9021733,4.0,0.0,1.0,0.0,0.0,0.0
9021738,14.0,0.0,0.0,0.0,0.0,0.0
9021769,22.0,1.0,0.0,0.0,0.0,0.0
9021779,7.0,0.0,0.0,0.0,0.0,0.0
9021780,4.0,0.0,0.0,0.0,0.0,0.0
9021783,3.0,1.0,0.0,0.0,0.0,0.0
9021808,6.0,0.0,1.0,0.0,0.0,0.0
9021830,1.0,0.0,0.0,1.0,0.0,0.0
9021843,0.0,0.0,0.0,0.0,0.0,1.0
9021881,3.0,2.0,0.0,0.0,0.0,0.0
9021901,1.0,4.0,0.0,0.0,0.0,0.0
9021902,1.0,0.0,0.0,0.0,0.0,0.0
9021913,0.0,0.0,0.0,0.0,0.0,1.0
9021914,0.0,0.0,0.0,0.0,0.0,1.0
9021926,0.0,0.0,0.0,0.0,0.0,1.0
9021927,0.0,0.0,0.0,0.0,0.0,1.0
9021956,1.0,0.0,0.0,0.0,0.0,0.0
9021963,0.0,0.0,0.0,0.0,0.0,1.0
9021970,0.0,0.0,0.0,0.0,0.0,1.0
9022001,2.0,1.0,2.0,0.0,0.0,0.0
9022006,0.0,1.0,0.0,0.0,0.0,0.0
9022009,1.0,1.0,2.0,0.0,0.0,0.0
9022024,5.0,0.0,0.0,0.0,0.0,0.0
9022030,0.0,0.0,0.0,0.0,0.0,1.0
9022031,0.0,0.0,0.0,0.0,0.0,1.0
9022038,0.0,1.0,0.0,0.0,0.0,0.0
9022041,0.0,0.0,0.0,0.0,0.0,1.0
9022043,21.0,0.0,1.0,0.0,0.0,0.0
9022046,4.0,0.0,0.0,0.0,0.0,0.0
9022047,5.0,0.0,0.0,0.0,0.0,0.0
9022055,6.0,1.0,0.0,0.0,0.0,0.0
9022064,1.0,0.0,0.0,0.0,0.0,0.0
9022068,11.0,3.0,0.0,0.0,0.0,0.0
9022069,0.0,0.0,0.0,0.0,0.0,0.0
9022076,1.0,0.0,0.0,0.0,0.0,0.0
9022078,5.0,0.0,0.0,0.0,0.0,0.0
9022081,2.0,0.0,0.0,0.0,0.0,0.0
9022114,1.0,0.0,0.0,0.0,0.0,0.0
9022128,1.0,0.0,0.0,0.0,0.0,0.0
9022137,0.0,0.0,0.0,0.0,0.0,1.0
9022139,0.0,0.0,0.0,0.0,0.0,1.0
9022167,0.0,0.0,0.0,0.0,0.0,0.0
9022170,3.0,4.0,3.0,1.0,0.0,4.0
9022173,0.0,0.0,0.0,0.0,0.0,1.0
9022185,8.0,2.0,0.0,2.0,1.0,3.0
9022227,0.0,0.0,0.0,0.0,0.0,1.0
9022233,0.0,0.0,0.0,0.0,0.0,1.0
9022258,0.0,0.0,0.0,0.0,0.0,0.0
9022273,0.0,0.0,0.0,0.0,0.0,1.0
9022275,0.0,0.0,0.0,0.0,0.0,0.0
9022281,3.0,1.0,0.0,0.0,0.0,0.0
9022282,0.0,0.0,0.0,0.0,0.0,0.0
9022290,0.0,0.0,0.0,0.0,0.0,0.0
9022298,0.0,0.0,0.0,0.0,0.0,1.0
9022304,0.0,0.0,0.0,0.0,0.0,1.0
9022305,0.0,0.0,0.0,0.0,0.0,1.0
9022306,0.0,0.0,0.0,0.0,0.0,0.0
9022308,0.0,0.0,0.0,0.0,0.0,1.0
9022324,0.0,0.0,0.0,0.0,0.0,0.0
9022327,0.0,0.0,0.0,0.0,0.0,0.0
9022328,1.0,0.0,0.0,0.0,0.0,0.0
9022336,0.0,0.0,0.0,0.0,0.0,0.0
9022366,4.0,5.0,3.0,1.0,1.0,4.0
9022372,13.0,1.0,0.0,0.0,0.0,0.0
9022382,3.0,2.0,2.0,2.0,0.0,3.0
9022383,12.0,7.0,1.0,1.0,0.0,4.0
9022410,5.0,0.0,0.0,0.0,0.0,0.0
9022414,0.0,0.0,0.0,0.0,0.0,1.0
9022426,0.0,0.0,0.0,0.0,0.0,0.0
9022427,5.0,0.0,0.0,0.0,0.0,0.0
9022468,0.0,0.0,0.0,0.0,0.0,0.0
9022469,0.0,0.0,0.0,0.0,0.0,0.0
9022479,9.0,1.0,0.0,0.0,0.0,0.0
9022480,14.0,4.0,1.0,2.0,1.0,3.0
9022510,4.0,0.0,0.0,0.0,0.0,0.0
9022511,0.0,0.0,0.0,0.0,0.0,0.0
9022512,4.0,0.0,0.0,0.0,0.0,0.0
9022517,0.0,0.0,0.0,0.0,0.0,1.0
9022534,13.0,2.0,0.0,0.0,0.0,0.0
9022535,5.0,0.0,0.0,0.0,0.0,0.0
9022551,0.0,0.0,0.0,0.0,0.0,0.0
9022552,10.0,0.0,0.0,0.0,0.0,0.0
9022557,0.0,0.0,0.0,0.0,0.0,0.0
9022565,0.0,0.0,0.0,0.0,0.0,0.0
9022569,0.0,0.0,0.0,0.0,0.0,0.0
9022581,6.0,0.0,0.0,0.0,0.0,0.0
9022593,0.0,0.0,0.0,0.0,0.0,0.0
9022613,5.0,0.0,0.0,0.0,0.0,0.0
9022626,0.0,0.0,0.0,0.0,0.0,0.0
9022665,0.0,1.0,0.0,0.0,0.0,0.0
9022666,1.0,0.0,0.0,0.0,0.0,0.0
9022672,1.0,0.0,2.0,1.0,0.0,0.0
9022675,9.0,1.0,0.0,0.0,0.0,0.0
9022676,8.0,0.0,0.0,0.0,0.0,0.0
9022690,5.0,3.0,3.0,0.0,0.0,2.0
9022694,0.0,0.0,0.0,0.0,0.0,0.0
9022698,13.0,0.0,2.0,0.0,0.0,6.0
9022703,0.0,0.0,0.0,0.0,0.0,0.0
9022710,0.0,0.0,0.0,0.0,0.0,0.0
