country,comid,latitude,longitude,alert
ecu,9019828,1.2448,-78.88538,R0
ecu,9019864,1.33217,-78.6915,R0
ecu,9019981,1.23703,-78.53488,R0
ecu,9019982,1.18486,-78.49713,R0
ecu,9020005,1.19144,-78.72321,R0
ecu,9020015,1.17529,-78.7293,R0
ecu,9020032,1.1953,-78.92034,R0
ecu,9020123,1.16651,-78.67721,R0
ecu,9020126,1.17439,-78.44604,R0
ecu,9020173,1.15985,-78.75776,R0
ecu,9020258,1.13515,-78.68966,R0
ecu,9020260,1.1525,-78.96077,R0
ecu,9020312,1.10186,-78.72934,R0
ecu,9020319,1.0762,-78.8944,R0
ecu,9020332,1.07723,-78.94368,R0
ecu,9020344,1.07278,-79.21623,R0
ecu,9020357,1.09378,-78.80316,R0
ecu,9020411,1.0578,-78.86678,R0
ecu,9020412,1.05087,-78.82326,R0
ecu,9020496,1.03151,-78.82985,R0
ecu,9020508,1.04364,-79.26558,R0
ecu,9020518,1.07764,-78.46847,R0
ecu,9020565,1.04168,-79.0044,R0
ecu,9020617,1.02677,-78.7369,R0
ecu,9020680,1.01605,-79.31765,R0
ecu,9020705,1.09849,-78.28897,R0
ecu,9020714,0.96491,-79.04507,R0
ecu,9020720,0.93839,-79.09217,R0
ecu,9020721,0.97627,-78.78266,R0
ecu,9020722,0.93831,-78.1892,R0
ecu,9020728,1.04575,-78.33534,R0
ecu,9020731,1.00437,-79.42348,R0
ecu,9020756,0.96903,-79.50537,R0
ecu,9020797,0.92141,-79.06538,R0
ecu,9020803,0.929,-78.13796,R0
ecu,9020835,0.90027,-79.07795,R0
ecu,9020855,0.89346,-78.06171,R100
ecu,9020874,0.90645,-79.40719,R0
ecu,9020876,1.01815,-78.51702,R0
ecu,9020899,0.87254,-79.84117,R0
ecu,9020907,0.86563,-79.84375,R0
ecu,9020924,0.91718,-78.98492,R0
ecu,9020934,0.95768,-79.36726,R0
ecu,9020941,0.8818,-78.64822,R0
ecu,9020974,0.84087,-78.65947,R0
ecu,9020993,0.88182,-79.44003,R0
ecu,9020995,0.83665,-77.69482,R100
ecu,9020997,0.90179,-78.80451,R0
ecu,9020998,0.83577,-78.70595,R0
ecu,9021002,0.84058,-78.95004,R0
ecu,9021003,0.8307,-78.92544,R0
ecu,9021012,0.86235,-78.08453,R0
ecu,9021015,0.88898,-79.69132,R0
ecu,9021041,0.82201,-77.67354,R100
ecu,9021045,0.81385,-77.67135,R100
ecu,9021049,0.81905,-79.94319,R0
ecu,9021058,0.82959,-78.97629,R0
ecu,9021062,0.81546,-79.71674,R0
ecu,9021064,0.83338,-77.77057,R100
ecu,9021081,0.83816,-78.44873,R0
ecu,9021088,0.81299,-78.92971,R0
ecu,9021152,0.77599,-79.16176,R0
ecu,9021163,0.78493,-78.88152,R0
ecu,9021168,0.83118,-79.06623,R0
ecu,9021173,0.79941,-79.40479,R0
ecu,9021174,0.78421,-79.12302,R0
ecu,9021183,0.8209,-78.35187,R10
ecu,9021184,0.78443,-78.20479,R0
ecu,9021186,0.77714,-78.4212,R0
ecu,9021191,0.75977,-79.3671,R0
ecu,9021212,0.77933,-78.45377,R0
ecu,9021217,0.79706,-79.45555,R0
ecu,9021223,0.77397,-78.92984,R0
ecu,9021236,0.81046,-79.85942,R0
ecu,9021237,0.8028,-77.77,R100
ecu,9021289,0.74368,-78.23645,R100
ecu,9021326,0.72001,-78.21815,R0
ecu,9021329,0.7201,-78.20798,R100
ecu,9021332,0.76679,-79.6956,R0
ecu,9021342,0.72884,-78.4582,R0
ecu,9021343,0.70983,-78.18586,R0
ecu,9021352,0.73893,-79.16196,R0
ecu,9021365,0.73991,-79.0863,R0
ecu,9021378,0.70282,-79.69,R0
ecu,9021414,0.71633,-78.94541,R0
ecu,9021459,0.67409,-78.95548,R0
ecu,9021465,0.68605,-78.1937,R100
ecu,9021467,0.68981,-79.72379,R0
ecu,9021468,0.73945,-78.71242,R0
ecu,9021469,0.66331,-78.6666,R0
ecu,9021479,0.71043,-79.39546,R0
ecu,9021481,0.79678,-79.58406,R0
ecu,9021489,0.66358,-77.48348,R0
ecu,9021493,0.67175,-80.05061,R0
ecu,9021496,0.68748,-78.85522,R0
ecu,9021498,0.65732,-78.17513,R0
ecu,9021507,0.66826,-78.57107,R0
ecu,9021511,0.65155,-79.34273,R0
ecu,9021527,0.65182,-80.01703,R0
ecu,9021534,0.64796,-77.53905,R0
ecu,9021582,0.69154,-78.38336,R0
ecu,9021585,0.63715,-79.37147,R0
ecu,9021641,0.64641,-78.92764,R0
ecu,9021642,0.6329,-78.15154,R100
ecu,9021643,0.60478,-77.76525,R100
ecu,9021644,0.61299,-77.73904,R100
ecu,9021681,0.62238,-77.48178,R0
ecu,9021688,0.61684,-79.98473,R0
ecu,9021692,0.62568,-79.55811,R0
ecu,9021696,0.59166,-78.11336,R2
ecu,9021701,0.63787,-79.02321,R0
ecu,9021712,0.58657,-79.60278,R0
ecu,9021713,0.58505,-77.47761,R0
ecu,9021733,0.58527,-79.11788,R0
ecu,9021738,0.57692,-79.09057,R0
ecu,9021769,0.57428,-79.56802,R0
ecu,9021779,0.56354,-79.67062,R0
ecu,9021780,0.57236,-79.65113,R0
ecu,9021783,0.5695,-79.90088,R0
ecu,9021808,0.60649,-78.62784,R0
ecu,9021830,0.56933,-78.91812,R0
ecu,9021843,0.56994,-78.13141,R100
ecu,9021881,0.53648,-79.99765,R0
ecu,9021901,0.53481,-79.95124,R0
ecu,9021902,0.58436,-78.84031,R0
ecu,9021913,0.52657,-78.18125,R100
ecu,9021914,0.52582,-78.12074,R100
ecu,9021926,0.53206,-77.82412,R100
ecu,9021927,0.55048,-77.78325,R100
ecu,9021956,0.57948,-78.97093,R0
ecu,9021963,0.50897,-78.11607,R100
ecu,9021970,0.50691,-78.1075,R100
ecu,9022001,0.50705,-79.97715,R0
ecu,9022006,0.575,-78.69032,R0
ecu,9022009,0.50757,-79.89064,R0
ecu,9022024,0.56408,-79.4609,R0
ecu,9022030,0.48454,-78.09092,R100
ecu,9022031,0.56198,-78.00018,R100
ecu,9022038,0.47997,-78.69385,R0
ecu,9022041,0.47348,-78.0446,R100
ecu,9022043,0.48048,-78.70522,R0
ecu,9022046,0.5124,-79.70147,R0
ecu,9022047,0.47422,-79.38621,R0
ecu,9022055,0.48399,-79.23691,R0
ecu,9022064,0.47705,-79.07756,R0
ecu,9022068,0.46345,-77.53991,R0
ecu,9022069,0.52875,-77.51354,R0
ecu,9022076,0.46082,-79.15308,R0
ecu,9022078,0.46089,-79.39054,R0
ecu,9022081,0.45805,-79.20152,R0
ecu,9022114,0.45903,-79.31287,R0
ecu,9022128,0.44576,-79.15613,R0
ecu,9022137,0.47663,-77.8822,R100
ecu,9022139,0.44978,-77.9833,R100
ecu,9022167,0.50063,-79.64801,R0
ecu,9022170,0.46349,-78.43071,R2
ecu,9022173,0.44463,-78.01106,R100
ecu,9022185,0.41761,-78.44219,R2
ecu,9022227,0.41763,-77.93365,R100
ecu,9022233,0.4508,-78.1223,R50
ecu,9022258,0.4071,-77.20008,R0
ecu,9022273,0.39187,-77.89517,R100
ecu,9022275,0.40495,-76.33843,R0
ecu,9022281,0.42232,-79.3647,R0
ecu,9022282,0.40738,-76.24811,R0
ecu,9022290,0.38242,-77.15625,R0
ecu,9022298,0.43151,-77.68815,R10
ecu,9022304,0.381,-78.23124,R2
ecu,9022305,0.38722,-78.17599,R25
ecu,9022306,0.37914,-76.19066,R0
ecu,9022308,0.37752,-77.68634,R100
ecu,9022324,0.37463,-77.12325,R0
ecu,9022327,0.37594,-79.50549,R0
ecu,9022328,0.40681,-79.10289,R0
ecu,9022336,0.39452,-77.32472,R0
ecu,9022366,0.38937,-78.48383,R2
ecu,9022372,0.35788,-79.52017,R0
ecu,9022382,0.39812,-78.52533,R2
ecu,9022383,0.34944,-78.51999,R0
ecu,9022410,0.40516,-79.44004,R0
ecu,9022414,0.3683,-77.92593,R100
ecu,9022426,0.34754,-79.48699,R0
ecu,9022427,0.33468,-79.47271,R0
ecu,9022468,0.34188,-76.25908,R0
ecu,9022469,0.3548,-76.12943,R0
ecu,9022479,0.35959,-79.30576,R0
ecu,9022480,0.33853,-78.49721,R2
ecu,9022510,0.31545,-79.1289,R0
ecu,9022511,0.32105,-76.06134,R0
ecu,9022512,0.31382,-76.0146,R0
ecu,9022517,0.31809,-77.92319,R100
ecu,9022534,0.29833,-79.11685,R0
ecu,9022535,0.31075,-79.48972,R0
ecu,9022551,0.32683,-77.09446,R0
ecu,9022552,0.30499,-76.1282,R0
ecu,9022557,0.2939,-77.1197,R0
ecu,9022565,0.28896,-77.17347,R0
ecu,9022569,0.28826,-77.05948,R0
ecu,9022581,0.28768,-79.50471,R0
ecu,9022593,0.28604,-77.01692,R0
ecu,9022613,0.29717,-79.06604,R0
ecu,9022626,0.275,-76.99125,R0
ecu,9022665,0.31729,-78.94899,R0
ecu,9022666,0.27226,-77.05264,R0
ecu,9022672,0.3101,-79.89642,R0
ecu,9022675,0.27716,-79.55202,R0
ecu,9022676,0.26852,-79.52413,R0
ecu,9022690,0.31438,-78.24611,R10
ecu,9022694,0.26003,-76.79409,R0
ecu,9022698,0.25005,-78.28652,R2
ecu,9022703,0.26455,-76.75436,R0
ecu,9022710,0.2649,-76.9417,R0
ecu,9022714,0.25185,-79.93524,R0
ecu,9022715,0.29025,-77.95034,R100
ecu,9022716,0.2875,-78.75804,R0
ecu,9022718,0.25046,-76.82703,R0
ecu,9022728,0.24635,-76.86928,R0
ecu,9022730,0.28137,-79.13198,R0
ecu,9022731,0.26926,-79.47286,R0
ecu,9022732,0.27997,-79.4175,R0
ecu,9022733,0.24204,-79.34934,R0
ecu,9022742,0.2396,-78.76033,R0
ecu,9022747,0.24492,-79.90204,R0
ecu,9022755,0.252,-79.01529,R0
ecu,9022772,0.33398,-77.49515,R0
ecu,9022775,0.26672,-77.25687,R0
ecu,9022776,0.25859,-77.17025,R0
ecu,9022777,0.2334,-79.33453,R0
ecu,9022778,0.26169,-76.6589,R0
ecu,9022787,0.25231,-78.89332,R0
ecu,9022789,0.22847,-78.73427,R0
ecu,9022790,0.23845,-78.69855,R0
ecu,9022791,0.24219,-76.53801,R0
ecu,9022801,0.28212,-78.57804,R0
ecu,9022808,0.21855,-78.7096,R0
ecu,9022809,0.22206,-78.59471,R0
ecu,9022819,0.23731,-76.36106,R0
ecu,9022821,0.2311,-78.84881,R0
ecu,9022832,0.2222,-79.01895,R0
ecu,9022833,0.22022,-78.68667,R0
ecu,9022838,0.24622,-79.50787,R0
ecu,9022843,0.25406,-75.98489,R0
ecu,9022847,0.30799,-78.10114,R25
ecu,9022856,0.21299,-78.64766,R0
ecu,9022859,0.23157,-77.28397,R0
ecu,9022861,0.2286,-77.73752,R25
ecu,9022868,0.21696,-78.97963,R0
ecu,9022869,0.21275,-78.9345,R0
ecu,9022876,0.22717,-79.58218,R0
ecu,9022897,0.22818,-78.23502,R5
ecu,9022900,0.20734,-78.69621,R0
ecu,9022907,0.19852,-78.94238,R0
ecu,9022910,0.20165,-75.96534,R0
ecu,9022926,0.25391,-79.24116,R0
ecu,9022935,0.21594,-76.79348,R0
ecu,9022936,0.2053,-76.62175,R0
ecu,9022937,0.1868,-78.92153,R0
ecu,9022945,0.27725,-77.66207,R5
ecu,9022946,0.2228,-77.59042,R0
ecu,9022951,0.18613,-79.97541,R0
ecu,9022965,0.22077,-77.04534,R0
ecu,9022970,0.2034,-79.33022,R0
ecu,9022977,0.23491,-79.73001,R0
ecu,9022981,0.1809,-78.70279,R0
ecu,9022986,0.18278,-76.30308,R0
ecu,9022991,0.19674,-77.79419,R10
ecu,9023002,0.19654,-76.18664,R0
ecu,9023004,0.18446,-79.50959,R0
ecu,9023017,0.15856,-76.18609,R0
ecu,9023025,0.157,-79.69493,R0
ecu,9023026,0.19269,-78.74316,R0
ecu,9023037,0.15921,-79.29313,R0
ecu,9023038,0.15524,-79.2507,R0
ecu,9023065,0.15667,-79.94901,R0
ecu,9023068,0.18158,-76.5137,R0
ecu,9023072,0.15852,-79.99099,R0
ecu,9023082,0.16915,-77.70846,R25
ecu,9023083,0.15648,-77.67819,R2
ecu,9023089,0.17178,-76.97301,R0
ecu,9023092,0.14851,-78.44414,R0
ecu,9023095,0.17602,-79.54968,R0
ecu,9023099,0.12987,-78.44896,R10
ecu,9023105,0.13804,-78.40154,R0
ecu,9023111,0.15749,-78.68134,R0
ecu,9023119,0.15804,-75.90118,R0
ecu,9023122,0.12621,-79.56785,R0
ecu,9023123,0.12386,-78.64969,R0
ecu,9023137,0.14807,-79.63139,R0
ecu,9023142,0.16694,-77.46675,R0
ecu,9023143,0.11823,-77.4092,R0
ecu,9023154,0.15448,-78.56293,R2
ecu,9023158,0.126,-79.25876,R0
ecu,9023165,0.12287,-77.7043,R0
ecu,9023189,0.13681,-79.3265,R0
ecu,9023190,0.12939,-76.00758,R0
ecu,9023210,0.1059,-77.3996,R0
ecu,9023224,0.09838,-79.17923,R0
ecu,9023238,0.09052,-77.40754,R0
ecu,9023249,0.08532,-79.60713,R0
ecu,9023250,0.10111,-79.58255,R0
ecu,9023256,0.10561,-79.55686,R0
ecu,9023270,0.08416,-77.3812,R0
ecu,9023278,0.08785,-79.33192,R0
ecu,9023296,0.08796,-77.55586,R0
ecu,9023304,0.06715,-77.18744,R0
ecu,9023309,0.11225,-79.4856,R0
ecu,9023312,0.07982,-79.35334,R0
ecu,9023320,0.06656,-78.16388,R25
ecu,9023321,0.10068,-78.10301,R5
ecu,9023329,0.05995,-77.19741,R0
ecu,9023345,0.0847,-75.82626,R0
ecu,9023346,0.05212,-75.79526,R0
ecu,9023352,0.06275,-77.28996,R0
ecu,9023370,0.08327,-78.66449,R0
ecu,9023374,0.07091,-79.17919,R0
ecu,9023381,0.05463,-75.6708,R0
ecu,9023387,0.04189,-75.72615,R0
ecu,9023391,0.05215,-77.14052,R0
ecu,9023392,0.05193,-77.00636,R0
ecu,9023394,0.04478,-77.2082,R0
ecu,9023398,0.08129,-78.42774,R10
ecu,9023417,0.03081,-77.10868,R2
ecu,9023422,0.03983,-79.31088,R0
ecu,9023424,0.08705,-78.88672,R0
ecu,9023426,0.06095,-77.87502,R5
ecu,9023441,0.03572,-76.2615,R0
ecu,9023442,0.03131,-76.19795,R0
ecu,9023453,0.01669,-77.66046,R0
ecu,9023462,0.04807,-79.61329,R0
ecu,9023463,0.02944,-75.83204,R0
ecu,9023468,0.02952,-75.62364,R0
ecu,9023470,0.01232,-79.62249,R0
ecu,9023471,0.03567,-79.36659,R0
ecu,9023477,0.03254,-78.16861,R5
ecu,9023481,0.02267,-78.67621,R0
ecu,9023482,0.00627,-78.17433,R2
ecu,9023501,0.03305,-77.43345,R0
ecu,9023507,0.00762,-77.65756,R0
ecu,9023508,0.02688,-77.58698,R0
ecu,9023529,0.01272,-79.66966,R0
ecu,9023530,0.00154,-79.63503,R0
ecu,9023531,-0.00107,-78.16975,R5
ecu,9023552,0.02352,-78.62347,R0
ecu,9023553,0.00535,-78.1436,R2
ecu,9023569,-0.00017,-79.61093,R0
ecu,9023575,-0.0177,-79.65919,R0
ecu,9023580,-0.01707,-78.82104,R0
ecu,9023581,0.00106,-76.97885,R0
ecu,9023582,0.00604,-76.3916,R0
ecu,9023588,-0.02298,-76.38894,R0
ecu,9023597,0.0397,-76.76197,R0
ecu,9023612,-0.00886,-76.19375,R0
ecu,9023615,-0.01506,-79.63344,R0
ecu,9023616,-0.01527,-79.33523,R0
ecu,9023624,-0.0038,-78.40209,R25
ecu,9023625,-0.00926,-78.2806,R100
ecu,9023632,0.04738,-79.48033,R0
ecu,9023633,-0.03332,-76.69703,R0
ecu,9023634,-0.0333,-76.26967,R0
ecu,9023649,-0.0333,-77.32372,R0
ecu,9023654,-0.01112,-80.07416,R0
ecu,9023659,-0.01333,-77.88363,R0
ecu,9023684,-0.00012,-79.90547,R0
ecu,9023685,-0.03463,-76.6087,R0
ecu,9023686,-0.011,-76.57831,R0
ecu,9023691,-0.04621,-78.38774,R100
ecu,9023694,-0.03838,-79.60969,R0
ecu,9023709,-0.04913,-78.36601,R5
ecu,9023716,-0.04212,-78.09705,R2
ecu,9023743,-0.02505,-78.44281,R10
ecu,9023746,-0.05273,-78.74466,R0
ecu,9023765,-0.06898,-77.80951,R0
ecu,9023766,-0.00924,-77.79407,R0
ecu,9023769,-0.04786,-78.12111,R2
ecu,9023794,-0.0235,-78.99284,R0
ecu,9023798,-0.06884,-80.07017,R0
ecu,9023799,-0.0579,-78.82984,R0
ecu,9023807,-0.07283,-78.37974,R100
ecu,9023808,-0.08654,-75.90671,R0
ecu,9023812,-0.06674,-77.24541,R0
ecu,9023813,-0.07217,-76.02848,R0
ecu,9023815,-0.09687,-77.20688,R0
ecu,9023816,-0.07731,-79.57799,R0
ecu,9023817,-0.09603,-80.04976,R0
ecu,9023818,-0.09597,-75.92668,R0
ecu,9023821,-0.09389,-78.36346,R5
ecu,9023822,-0.07849,-79.60611,R0
ecu,9023823,-0.09857,-78.82932,R0
ecu,9023831,-0.08272,-76.68935,R0
ecu,9023833,-0.08598,-76.11771,R0
ecu,9023841,-0.05572,-79.30923,R0
ecu,9023845,-0.10472,-79.18879,R0
ecu,9023846,-0.1074,-78.97351,R0
ecu,9023847,-0.08507,-75.66782,R0
ecu,9023855,-0.10626,-78.32093,R2
ecu,9023860,-0.09814,-79.07125,R0
ecu,9023861,-0.06033,-75.44687,R0
ecu,9023870,-0.10669,-78.38022,R100
ecu,9023875,-0.11536,-79.22624,R0
ecu,9023876,-0.12107,-75.27353,R0
ecu,9023886,-0.12579,-76.35407,R0
ecu,9023888,-0.10055,-76.79048,R0
ecu,9023900,-0.11688,-78.33904,R100
ecu,9023902,-0.12223,-76.28672,R0
ecu,9023906,-0.13111,-76.30513,R0
ecu,9023908,-0.12867,-79.18386,R0
ecu,9023914,-0.08418,-76.54448,R0
ecu,9023934,-0.13078,-78.38747,R100
ecu,9023935,-0.13112,-76.58507,R0
ecu,9023943,-0.11951,-80.07114,R0
ecu,9023944,-0.13726,-79.12482,R0
ecu,9023951,-0.11938,-79.78936,R0
ecu,9023955,-0.12559,-79.62153,R0
ecu,9023956,-0.09229,-79.48646,R0
ecu,9023957,-0.10206,-77.3324,R0
ecu,9023968,-0.13786,-76.34234,R0
ecu,9023977,-0.13801,-75.27845,R0
ecu,9023983,-0.14852,-79.70702,R0
ecu,9023989,-0.13069,-79.58002,R0
ecu,9023995,-0.15404,-80.21468,R0
ecu,9024000,-0.12196,-75.98311,R0
ecu,9024004,-0.14511,-79.67455,R0
ecu,9024009,-0.1589,-79.64249,R0
ecu,9024013,-0.13811,-75.44231,R0
ecu,9024016,-0.1356,-75.78936,R0
ecu,9024017,-0.14051,-75.63976,R0
ecu,9024043,-0.16039,-78.40852,R100
ecu,9024050,-0.17095,-79.66894,R0
ecu,9024067,-0.16426,-76.11095,R0
ecu,9024070,-0.14978,-78.98008,R0
ecu,9024076,-0.17363,-79.52404,R0
ecu,9024083,-0.17311,-79.45804,R0
ecu,9024084,-0.19057,-78.95945,R0
ecu,9024085,-0.18798,-78.9299,R0
ecu,9024091,-0.1933,-78.47426,R100
ecu,9024092,-0.19034,-78.4386,R100
ecu,9024118,-0.1688,-79.10893,R0
ecu,9024121,-0.10059,-77.52251,R0
ecu,9024126,-0.15715,-77.74374,R0
ecu,9024135,-0.18628,-76.83724,R0
ecu,9024139,-0.19234,-77.507,R0
ecu,9024140,-0.17989,-77.42584,R0
ecu,9024143,-0.17546,-78.38229,R100
ecu,9024146,-0.20894,-76.83149,R0
ecu,9024154,-0.18528,-75.708,R0
ecu,9024157,-0.17907,-79.61525,R0
ecu,9024182,-0.18764,-75.93519,R0
ecu,9024183,-0.21261,-75.97656,R0
ecu,9024186,-0.19875,-80.25806,R0
ecu,9024187,-0.22086,-79.58106,R0
ecu,9024194,-0.21945,-78.05865,R2
ecu,9024195,-0.21353,-78.01472,R0
ecu,9024232,-0.1919,-78.33475,R10
ecu,9024233,-0.23138,-76.56463,R0
ecu,9024234,-0.19636,-76.59988,R0
ecu,9024236,-0.22112,-77.70014,R0
ecu,9024248,-0.14263,-78.73814,R0
ecu,9024254,-0.21985,-77.93234,R2
ecu,9024286,-0.24839,-77.88973,R2
ecu,9024287,-0.2501,-77.85758,R5
ecu,9024292,-0.23231,-78.35469,R100
ecu,9024314,-0.25775,-78.33698,R100
ecu,9024323,-0.23362,-76.1975,R0
ecu,9024326,-0.24371,-75.91525,R0
ecu,9024328,-0.24977,-77.96396,R0
ecu,9024329,-0.24123,-77.50398,R0
ecu,9024335,-0.26168,-78.33923,R100
ecu,9024336,-0.2488,-76.82283,R0
ecu,9024346,-0.24347,-77.20055,R0
ecu,9024347,-0.25908,-77.13399,R0
ecu,9024352,-0.2344,-78.50524,R100
ecu,9024354,-0.26662,-76.8324,R2
ecu,9024380,-0.19471,-78.79179,R0
ecu,9024385,-0.26241,-80.23602,R0
ecu,9024386,-0.28261,-80.19462,R0
ecu,9024410,-0.23175,-78.43378,R100
ecu,9024412,-0.25524,-79.74626,R0
ecu,9024438,-0.25808,-76.37139,R0
ecu,9024466,-0.2896,-76.77882,R0
ecu,9024467,-0.25652,-76.77758,R0
ecu,9024473,-0.22387,-79.14006,R0
ecu,9024493,-0.29341,-76.03001,R0
ecu,9024495,-0.27875,-77.69218,R0
ecu,9024496,-0.31734,-76.48288,R2
ecu,9024497,-0.27726,-76.50277,R0
ecu,9024502,-0.2782,-77.74265,R0
ecu,9024505,-0.31534,-78.9951,R0
ecu,9024506,-0.31247,-77.18892,R0
ecu,9024507,-0.2945,-77.17274,R0
ecu,9024515,-0.29956,-77.83545,R0
ecu,9024520,-0.27008,-78.36179,R100
ecu,9024534,-0.32752,-79.18386,R0
ecu,9024538,-0.33148,-90.77123,R100
ecu,9024554,-0.32385,-79.02858,R0
ecu,9024555,-0.27466,-75.47334,R0
ecu,9024556,-0.32771,-75.45125,R0
ecu,9024587,-0.34038,-79.18295,R0
ecu,9024594,-0.34632,-78.84202,R0
ecu,9024597,-0.33783,-79.61505,R0
ecu,9024598,-0.33319,-79.58425,R0
ecu,9024599,-0.32981,-78.89722,R0
ecu,9024606,-0.33723,-79.21003,R0
ecu,9024620,-0.30395,-75.79557,R0
ecu,9024658,-0.33832,-77.3775,R0
ecu,9024662,-0.35737,-78.83826,R0
ecu,9024667,-0.35024,-78.08321,R50
ecu,9024674,-0.36674,-77.4126,R0
ecu,9024677,-0.32816,-75.53271,R0
ecu,9024683,-0.34305,-78.92605,R0
ecu,9024691,-0.3698,-78.7924,R0
ecu,9024700,-0.37812,-77.15354,R0
ecu,9024701,-0.34735,-77.15078,R0
ecu,9024710,-0.3484,-77.80647,R0
ecu,9024716,-0.37559,-78.11974,R5
ecu,9024730,-0.37843,-77.8465,R2
ecu,9024743,-0.33723,-78.42167,R50
ecu,9024748,-0.31188,-76.88961,R0
ecu,9024749,-0.3735,-75.83285,R0
ecu,9024751,-0.38566,-76.87291,R0
ecu,9024757,-0.38299,-76.23735,R5
ecu,9024758,-0.38505,-75.4459,R0
ecu,9024759,-0.36501,-75.43148,R0
ecu,9024772,-0.32971,-80.0469,R0
ecu,9024778,-0.35084,-80.16665,R0
ecu,9024779,-0.39827,-80.10058,R0
ecu,9024784,-0.38731,-75.53869,R0
ecu,9024787,-0.40146,-80.11542,R0
ecu,9024789,-0.2234,-77.07021,R0
ecu,9024806,-0.39088,-77.36643,R0
ecu,9024813,-0.3793,-79.20803,R0
ecu,9024814,-0.3978,-77.02746,R0
ecu,9024823,-0.38412,-76.36594,R0
ecu,9024841,-0.41446,-77.35628,R0
ecu,9024847,-0.40019,-76.60004,R0
ecu,9024848,-0.36237,-76.56178,R0
ecu,9024860,-0.40361,-77.82465,R0
ecu,9024865,-0.40744,-77.14645,R0
ecu,9024868,-0.38249,-79.51549,R0
ecu,9024869,-0.36948,-76.68293,R0
ecu,9024870,-0.42325,-76.61416,R0
ecu,9024872,-0.41323,-80.06927,R0
ecu,9024874,-0.42677,-76.6057,R0
ecu,9024875,-0.41684,-76.57514,R0
ecu,9024882,-0.4298,-80.0341,R0
ecu,9024883,-0.38438,-79.47151,R0
ecu,9024890,-0.32657,-80.30039,R0
ecu,9024891,-0.39634,-76.80232,R0
ecu,9024893,-0.40987,-78.02711,R5
ecu,9024894,-0.41901,-76.6911,R0
ecu,9024895,-0.43085,-76.53028,R0
ecu,9024900,-0.40158,-76.1583,R0
ecu,9024916,-0.40671,-78.80075,R0
ecu,9024917,-0.43639,-78.73365,R0
ecu,9024920,-0.40968,-78.92973,R0
ecu,9024921,-0.44248,-76.77095,R0
ecu,9024925,-0.43979,-76.80526,R0
ecu,9024930,-0.42136,-76.83341,R0
ecu,9024931,-0.44604,-78.95354,R0
ecu,9024939,-0.44775,-78.76053,R0
ecu,9024943,-0.4392,-77.84341,R0
ecu,9024944,-0.44783,-76.27233,R10
ecu,9024945,-0.44636,-76.1782,R0
ecu,9024948,-0.34873,-77.27549,R0
ecu,9024949,-0.44878,-76.67202,R0
ecu,9024954,-0.43352,-75.37808,R0
ecu,9024957,-0.40173,-79.60391,R0
ecu,9024961,-0.4191,-80.44914,R0
ecu,9024967,-0.44291,-80.04512,R0
ecu,9024968,-0.44611,-77.14724,R0
ecu,9024971,-0.45914,-79.61016,R0
ecu,9024972,-0.44264,-79.59567,R0
ecu,9024973,-0.43411,-77.39339,R0
ecu,9024979,-0.38215,-79.75592,R0
ecu,9024980,-0.44529,-77.81135,R0
ecu,9024982,-0.4591,-75.3263,R0
ecu,9024983,-0.45345,-77.91299,R0
ecu,9024984,-0.46249,-75.31548,R0
ecu,9024991,-0.39714,-75.64112,R0
ecu,9025004,-0.46486,-79.60466,R0
ecu,9025005,-0.45068,-79.57387,R0
ecu,9025009,-0.46316,-75.34162,R0
ecu,9025012,-0.43682,-76.98338,R0
ecu,9025013,-0.46154,-76.895,R0
ecu,9025021,-0.44873,-75.77921,R0
ecu,9025022,-0.40721,-79.26288,R0
ecu,9025023,-0.47037,-79.28422,R0
ecu,9025025,-0.46833,-79.64582,R0
ecu,9025040,-0.44346,-77.04603,R0
ecu,9025044,-0.47645,-76.9825,R0
ecu,9025047,-0.46111,-76.49293,R0
ecu,9025050,-0.44497,-79.80008,R0
ecu,9025051,-0.47363,-79.69447,R0
ecu,9025052,-0.43687,-78.414,R10
ecu,9025053,-0.43544,-78.3452,R100
ecu,9025054,-0.47983,-77.6061,R0
ecu,9025055,-0.44671,-77.58245,R0
ecu,9025078,-0.49104,-78.44019,R100
ecu,9025079,-0.44596,-77.30366,R0
ecu,9025087,-0.48738,-76.48397,R0
ecu,9025090,-0.48864,-77.00482,R0
ecu,9025096,-0.48802,-77.21898,R0
ecu,9025116,-0.46494,-76.56557,R0
ecu,9025117,-0.50743,-77.04314,R0
ecu,9025119,-0.50336,-76.64922,R0
ecu,9025126,-0.5119,-76.60553,R0
ecu,9025140,-0.49188,-76.36537,R0
ecu,9025151,-0.4719,-77.38651,R0
ecu,9025152,-0.49478,-75.58734,R0
ecu,9025169,-0.49944,-75.75728,R0
ecu,9025179,-0.5209,-76.85639,R0
ecu,9025181,-0.5054,-79.80874,R0
ecu,9025182,-0.49138,-76.77922,R0
ecu,9025206,-0.4832,-78.04038,R0
ecu,9025212,-0.45391,-78.85957,R0
ecu,9025216,-0.52482,-75.64398,R0
ecu,9025217,-0.51078,-77.31156,R5
ecu,9025229,-0.51006,-75.46914,R0
ecu,9025237,-0.52643,-79.72681,R0
ecu,9025238,-0.54239,-78.7791,R0
ecu,9025241,-0.54499,-78.80444,R50
ecu,9025248,-0.53126,-75.76884,R0
ecu,9025249,-0.49609,-76.05554,R0
ecu,9025255,-0.52641,-80.33995,R0
